qualifying_bills,last_qualifying_bill_date,last_city,total_spend_on_qualifying_bills,total_quantity_in_qualifying_bills,mobile
1,2025-12-21T16:23:03.189774+00:00,Mumbai,4787.16,3,9000337513
1,2026-03-26T11:09:17.744034+00:00,Hyderabad,8708.56,2,9000435379
1,2026-01-23T01:13:32.616048+00:00,Jaipur,8222.15,3,9000510895
1,2026-02-11T17:28:06.695088+00:00,Gurugram,6309.31,3,9000528660
1,2026-01-17T06:04:32.407542+00:00,Chandigarh,3134.94,3,9000047720
2,2026-06-06T14:30:29.819748+00:00,Gurugram,3931.99,5,9000680817
1,2026-05-07T10:06:43.735960+00:00,Indore,1613.49,2,9000204507
1,2026-03-23T06:46:25.534606+00:00,Bengaluru,3395.92,3,9000178919
1,2026-01-01T10:43:39.628102+00:00,Noida,6890.09,2,9000331152
1,2026-02-02T02:17:07.927453+00:00,Chennai,500.99,3,9000452485
1,2026-04-04T12:26:57.260674+00:00,Hyderabad,2270.86,3,9000433701
1,2026-02-06T19:13:28.382486+00:00,Pune,1078.75,3,9000608107
1,2026-03-07T02:51:53.340180+00:00,Delhi,924.22,3,9000635234
1,2026-06-05T18:20:51.651523+00:00,Delhi,8056.61,2,9000765068
2,2026-04-30T02:53:56.485805+00:00,Chandigarh,8317.83,6,9000194531
1,2026-03-21T04:01:53.883525+00:00,Chandigarh,1252.37,3,9000515698
1,2026-05-15T16:04:19.800042+00:00,Indore,1529.48,2,9000320261
1,2026-01-16T02:27:52.397775+00:00,Delhi,6643.98,2,9000508461
1,2025-12-18T13:33:16.909715+00:00,Gurugram,8213.62,2,9000315128
1,2026-06-02T03:25:47.988713+00:00,Chennai,8662.01,2,9000163552
1,2026-03-01T01:24:37.945111+00:00,Lucknow,1675.16,3,9000442220
2,2026-05-25T05:59:32.132468+00:00,Chennai,6906.88,5,9000458588
1,2026-01-16T10:02:58.381671+00:00,Hyderabad,7278.86,2,9000179960
1,2026-04-10T04:41:06.072015+00:00,Chandigarh,1471.92,2,9000252104
1,2026-06-09T05:47:15.168074+00:00,Ahmedabad,2221.39,2,9000291798
1,2026-01-28T21:48:20.481241+00:00,Ahmedabad,7082.95,3,9000373174
1,2026-03-20T22:03:08.602102+00:00,Pune,4418.44,3,9000554098
1,2025-12-16T02:21:31.439371+00:00,Gurugram,2034.43,2,9000787348
2,2026-02-22T08:15:54.737573+00:00,Pune,11521.59,5,9000641919
1,2026-05-15T10:51:04.798855+00:00,Chandigarh,6557.16,2,9000052250
1,2026-04-17T01:25:18.195289+00:00,Bengaluru,7383.23,2,9000294972
1,2026-02-13T21:27:55.354812+00:00,Pune,6485.89,3,9000345295
1,2026-03-02T21:46:09.305434+00:00,Indore,8880.32,3,9000508527
1,2026-02-22T02:29:51.336075+00:00,Bengaluru,8840.06,2,9000197587
1,2026-03-29T06:28:25.733785+00:00,Pune,8077.7,3,9000607544
1,2026-03-11T02:41:12.736645+00:00,Lucknow,8630.2,2,9000762881
1,2026-01-30T18:13:08.743293+00:00,Hyderabad,7695.94,3,9000114813
1,2026-02-25T18:33:31.420700+00:00,Bengaluru,5851.34,3,9000766503
1,2026-05-10T22:16:41.231940+00:00,Chandigarh,942.38,3,9000569889
1,2026-06-03T15:24:24.725423+00:00,Mumbai,1781.93,3,9000544872
1,2026-02-15T17:07:17.311321+00:00,Surat,2130.21,3,9000456198
1,2025-12-29T22:07:30.565087+00:00,Kolkata,5893.79,2,9000264200
1,2026-03-09T08:53:16.608991+00:00,Surat,7320.98,3,9000549447
1,2026-02-11T13:08:19.755668+00:00,Pune,8693.92,3,9000681440
1,2025-12-19T20:23:29.618785+00:00,Mumbai,3055.82,2,9000339139
1,2026-04-03T16:04:58.045172+00:00,Mumbai,739.62,2,9000333619
1,2026-06-11T13:17:47.649065+00:00,Chandigarh,8720.74,3,9000480473
1,2026-06-08T07:12:29.730333+00:00,Mumbai,2912.32,3,9000499088
1,2026-01-09T19:28:11.005793+00:00,Indore,4059.16,3,9000093826
1,2026-04-26T13:56:53.038935+00:00,Chennai,7246.55,3,9000098838
1,2025-12-27T06:17:48.154624+00:00,Surat,7399.1,2,9000296357
1,2026-05-24T23:13:19.257435+00:00,Gurugram,1587.57,3,9000333108
1,2026-04-26T12:33:24.835606+00:00,Mumbai,1856.93,2,9000447511
1,2026-04-19T09:28:26.965987+00:00,Pune,6178.59,3,9000532910
1,2026-02-23T12:04:40.218182+00:00,Chandigarh,5871.0,2,9000562766
1,2026-01-22T19:36:49.895342+00:00,Noida,4306.53,3,9000449119
1,2025-12-15T04:14:27.243974+00:00,Bengaluru,4541.95,3,9000675727
1,2026-03-24T17:47:10.892363+00:00,Gurugram,7221.7,3,9000034394
1,2026-02-09T12:41:40.345210+00:00,Pune,1024.44,3,9000643161
1,2026-04-12T11:00:12.675966+00:00,Mumbai,5874.34,3,9000659484
1,2026-05-20T23:50:08.374557+00:00,Chennai,5885.68,3,9000770594
1,2026-06-01T19:53:33.298377+00:00,Pune,4289.36,2,9000773393
1,2025-12-31T20:42:29.970757+00:00,Indore,7013.85,2,9000675667
1,2026-01-31T02:16:28.993894+00:00,Surat,6266.12,3,9000787083
1,2025-12-22T10:40:23.434636+00:00,Hyderabad,435.93,3,9000791224
1,2026-04-20T02:56:04.456834+00:00,Ahmedabad,6377.95,2,9000417875
1,2026-05-21T20:50:32.598244+00:00,Indore,1137.08,2,9000382336
1,2026-04-25T17:28:15.396948+00:00,Indore,3461.59,2,9000365183
1,2025-12-15T15:45:57.373547+00:00,Surat,3353.77,2,9000380117
1,2025-12-20T01:09:50.953866+00:00,Lucknow,7214.48,2,9000565662
1,2026-02-02T21:14:12.156426+00:00,Gurugram,616.29,3,9000518986
1,2026-04-22T18:43:08.291930+00:00,Mumbai,4961.62,3,9000192077
1,2026-02-25T00:46:14.737561+00:00,Jaipur,4618.24,2,9000131929
1,2026-05-17T07:05:05.462792+00:00,Gurugram,854.05,3,9000203242
1,2026-06-10T04:57:51.347963+00:00,Delhi,4758.7,2,9000617841
1,2026-01-20T00:05:54.431626+00:00,Hyderabad,5651.13,2,9000021423
1,2026-06-08T01:20:30.030472+00:00,Chennai,449.7,2,9000644788
1,2026-02-13T16:34:09.964267+00:00,Indore,6360.77,2,9000772563
1,2026-05-16T01:36:15.342148+00:00,Pune,7992.24,2,9000127222
1,2026-02-21T08:54:04.054053+00:00,Lucknow,4094.69,2,9000149199
1,2026-04-01T14:50:41.047424+00:00,Noida,8918.54,2,9000070792
1,2026-05-15T16:39:27.526371+00:00,Noida,7554.44,3,9000737872
1,2025-12-20T08:17:41.802672+00:00,Lucknow,4133.27,3,9000353099
1,2026-05-21T04:59:31.837447+00:00,Kolkata,2829.54,2,9000299762
1,2026-03-25T17:51:10.449541+00:00,Noida,4361.56,3,9000558284
1,2026-05-17T16:57:46.255973+00:00,Kolkata,1142.74,2,9000668512
1,2026-05-08T18:56:30.911287+00:00,Gurugram,762.4,3,9000058866
1,2026-06-10T13:33:11.924412+00:00,Surat,7537.39,2,9000136306
1,2026-04-11T03:37:19.965394+00:00,Mumbai,6229.1,2,9000076706
1,2026-04-16T19:48:20.678754+00:00,Lucknow,2707.56,3,9000212741
1,2026-01-09T17:45:57.015765+00:00,Noida,995.02,2,9000275017
1,2026-02-07T23:23:28.430195+00:00,Pune,7181.7,2,9000422461
1,2026-04-08T21:49:23.604950+00:00,Chandigarh,3249.92,3,9000587597
1,2026-05-09T07:50:54.168118+00:00,Jaipur,4194.9,3,9000570900
1,2026-06-03T07:47:34.589550+00:00,Noida,4629.63,3,9000210602
1,2026-01-29T15:19:06.762412+00:00,Bengaluru,1359.76,3,9000468351
1,2025-12-17T13:39:06.396770+00:00,Indore,4747.36,2,9000516171
1,2026-01-10T15:40:12.626457+00:00,Gurugram,6407.3,2,9000120379
1,2026-05-15T07:21:45.219748+00:00,Hyderabad,2645.84,3,9000588079
1,2026-04-08T06:32:11.431571+00:00,Ahmedabad,4109.56,2,9000651459
1,2026-03-12T03:26:57.055487+00:00,Hyderabad,2716.59,2,9000671459
1,2026-06-06T12:12:59.266834+00:00,Lucknow,3948.35,3,9000336185
1,2026-01-07T18:22:24.002018+00:00,Lucknow,8164.33,2,9000057889
1,2026-01-30T19:27:00.671142+00:00,Surat,3794.65,3,9000527992
1,2026-01-04T21:06:41.119475+00:00,Chennai,3825.96,3,9000433001
1,2025-12-21T14:47:38.116401+00:00,Chennai,4205.12,3,9000690597
1,2026-01-03T06:06:07.330411+00:00,Surat,7379.62,3,9000122457
1,2026-02-11T13:11:44.038570+00:00,Gurugram,7453.43,3,9000357977
1,2026-06-02T13:05:24.535401+00:00,Chennai,8188.91,3,9000407371
1,2026-05-17T22:30:30.681324+00:00,Hyderabad,5895.23,3,9000493101
1,2026-02-08T00:55:58.245201+00:00,Gurugram,4046.99,2,9000779346
1,2025-12-26T20:48:48.451472+00:00,Noida,5342.5,2,9000013234
1,2026-04-07T23:09:01.651130+00:00,Jaipur,1256.41,3,9000729732
1,2026-03-12T10:56:32.764170+00:00,Kolkata,2361.0,2,9000237988
1,2026-03-29T12:55:51.721332+00:00,Delhi,7700.98,2,9000108734
1,2025-12-20T11:04:04.945459+00:00,Delhi,7028.58,3,9000580601
1,2026-01-13T13:41:04.658427+00:00,Chandigarh,3453.53,2,9000390313
1,2026-03-02T20:09:46.602091+00:00,Surat,4839.14,2,9000782907
1,2026-01-02T22:50:33.190186+00:00,Kolkata,8419.28,2,9000105206
1,2025-12-12T23:02:28.151275+00:00,Gurugram,2484.69,2,9000435181
1,2026-02-16T22:12:45.582393+00:00,Kolkata,2954.42,3,9000050279
1,2026-05-19T16:32:48.139431+00:00,Delhi,972.03,2,9000440434
1,2026-06-09T12:23:37.165754+00:00,Gurugram,8503.51,3,9000558882
1,2026-02-06T21:27:03.979704+00:00,Jaipur,4507.02,3,9000560721
1,2026-01-19T20:35:42.962455+00:00,Indore,4646.06,3,9000080166
1,2026-01-04T12:51:21.155633+00:00,Gurugram,1905.85,3,9000591415
1,2026-01-05T00:03:16.987600+00:00,Jaipur,5436.42,2,9000692286
1,2025-12-23T02:42:51.996564+00:00,Indore,4199.73,2,9000564441
1,2025-12-28T22:13:08.550086+00:00,Chennai,3659.95,2,9000479290
1,2026-01-05T18:02:13.633366+00:00,Hyderabad,3335.87,3,9000457513
1,2026-05-10T00:11:09.576902+00:00,Gurugram,2403.82,2,9000642900
1,2026-04-23T08:36:39.592503+00:00,Delhi,6710.62,2,9000168089
1,2026-01-19T17:44:46.678100+00:00,Noida,4897.36,2,9000682036
1,2026-02-19T23:15:53.729628+00:00,Noida,3742.12,3,9000717038
1,2026-02-23T21:02:14.805328+00:00,Chandigarh,4596.46,2,9000142058
1,2026-05-20T09:08:14.712267+00:00,Chennai,1855.26,2,9000591728
1,2026-01-19T10:59:38.935370+00:00,Pune,1144.66,3,9000126442
1,2026-04-12T07:38:35.328847+00:00,Bengaluru,4270.89,3,9000156437
1,2026-02-02T19:32:46.592305+00:00,Gurugram,6269.47,2,9000120743
2,2026-06-11T08:50:52.179146+00:00,Noida,8682.37,6,9000194952
1,2026-06-10T23:21:11.571163+00:00,Bengaluru,4448.46,3,9000356942
1,2025-12-28T02:17:49.750083+00:00,Pune,3690.11,3,9000124795
1,2026-02-08T14:32:55.347517+00:00,Gurugram,1151.28,2,9000501052
1,2026-04-24T14:57:03.547844+00:00,Kolkata,7981.47,2,9000597546
1,2026-01-27T23:33:31.721773+00:00,Hyderabad,8341.01,2,9000603410
1,2026-03-30T03:11:40.992772+00:00,Chennai,4859.03,2,9000096818
1,2026-01-15T13:33:12.731671+00:00,Hyderabad,8650.39,2,9000636173
1,2026-04-08T04:13:27.193405+00:00,Kolkata,630.63,2,9000693172
1,2026-05-10T08:42:48.654336+00:00,Pune,5871.57,2,9000364041
1,2026-05-02T20:30:22.606180+00:00,Ahmedabad,1648.67,3,9000004307
2,2026-04-02T19:37:13.562360+00:00,Kolkata,10994.720000000001,5,9000082762
1,2026-03-18T06:50:07.199814+00:00,Pune,5236.64,3,9000177398
1,2026-03-23T02:22:42.639696+00:00,Indore,1170.91,3,9000446207
1,2026-03-30T22:54:38.469705+00:00,Chandigarh,4764.97,3,9000469437
1,2026-01-31T17:10:14.667506+00:00,Jaipur,8450.8,2,9000354684
1,2026-01-28T01:43:58.866101+00:00,Indore,7337.94,2,9000577775
1,2026-03-17T01:25:12.820936+00:00,Noida,5249.06,2,9000694977
1,2026-04-16T03:40:23.968190+00:00,Hyderabad,4105.3,2,9000756033
1,2026-05-09T15:01:33.859997+00:00,Surat,1612.94,2,9000279090
1,2026-01-05T17:48:30.159211+00:00,Jaipur,4134.36,2,9000407278
1,2026-06-11T09:16:03.347832+00:00,Jaipur,2162.81,3,9000640597
1,2026-05-10T12:01:02.282662+00:00,Indore,3380.71,3,9000487117
1,2026-05-09T09:01:04.075428+00:00,Chennai,2217.71,3,9000213287
1,2026-04-18T16:58:34.668861+00:00,Surat,4925.94,3,9000615208
1,2026-02-24T18:29:48.406026+00:00,Chennai,5234.24,2,9000029567
1,2026-03-09T12:46:47.084762+00:00,Ahmedabad,6166.34,3,9000196596
1,2026-02-02T08:23:39.743128+00:00,Delhi,2707.66,2,9000665478
1,2026-01-24T23:45:45.409433+00:00,Kolkata,6897.22,2,9000738809
1,2026-04-08T22:14:53.666792+00:00,Lucknow,5249.52,3,9000798452
1,2026-04-14T11:26:18.781416+00:00,Gurugram,6779.4,2,9000079182
1,2026-03-11T06:05:59.379676+00:00,Chandigarh,8750.37,2,9000051265
1,2026-04-27T23:41:40.939293+00:00,Jaipur,7758.83,3,9000371996
1,2026-01-13T19:51:07.570000+00:00,Kolkata,7805.24,2,9000600875
1,2026-04-21T22:33:52.160856+00:00,Hyderabad,441.42,3,9000368407
1,2026-01-19T19:54:09.049829+00:00,Delhi,3672.76,3,9000466510
1,2026-03-17T08:29:02.445348+00:00,Hyderabad,1290.23,2,9000472132
1,2026-05-21T11:02:49.317417+00:00,Delhi,8492.33,2,9000015836
1,2026-01-16T21:06:59.350479+00:00,Kolkata,6399.97,2,9000795358
1,2026-04-21T09:35:40.097094+00:00,Jaipur,3092.32,3,9000624695
1,2026-06-06T18:47:34.698938+00:00,Noida,1761.04,3,9000226500
1,2026-02-23T05:53:17.372290+00:00,Chandigarh,8244.81,3,9000013747
1,2026-03-04T15:29:53.823477+00:00,Indore,8715.34,3,9000421047
1,2026-05-23T16:58:13.355839+00:00,Indore,5435.86,3,9000774793
2,2026-04-09T13:56:13.377778+00:00,Surat,7362.69,5,9000683344
1,2025-12-19T22:59:02.622535+00:00,Chennai,8649.0,3,9000774845
1,2026-04-25T02:01:01.153220+00:00,Ahmedabad,793.4,2,9000236341
2,2026-04-23T14:52:29.675548+00:00,Delhi,7071.26,6,9000797939
1,2026-05-27T05:08:20.672619+00:00,Chandigarh,669.93,2,9000415315
1,2026-02-01T02:59:19.867941+00:00,Delhi,2654.97,2,9000315771
1,2026-03-27T13:15:16.361515+00:00,Mumbai,2335.89,3,9000466242
1,2026-01-09T11:41:29.223373+00:00,Chennai,7093.69,3,9000484347
1,2026-06-07T19:08:45.921802+00:00,Jaipur,5113.72,2,9000285160
1,2026-02-22T13:36:30.477184+00:00,Chandigarh,2614.63,3,9000633791
1,2026-02-14T16:50:49.363103+00:00,Hyderabad,497.54,2,9000639038
1,2026-03-21T10:16:20.652872+00:00,Lucknow,3280.32,2,9000257338
1,2026-05-09T17:50:05.304816+00:00,Delhi,6328.12,2,9000753807
1,2026-02-01T13:08:54.109845+00:00,Pune,3206.49,2,9000022814
1,2025-12-27T14:34:16.703354+00:00,Pune,1005.0,3,9000262472
1,2026-01-01T12:29:32.914228+00:00,Bengaluru,2678.95,3,9000311197
1,2026-03-10T10:00:16.668400+00:00,Pune,7127.39,3,9000132352
1,2026-04-22T12:49:33.024571+00:00,Gurugram,1643.84,3,9000277687
1,2026-05-20T14:34:50.691121+00:00,Surat,3294.6,3,9000104466
2,2026-02-16T17:49:48.806601+00:00,Lucknow,4933.54,4,9000655536
1,2026-01-05T18:34:10.907803+00:00,Gurugram,5263.79,3,9000714843
1,2026-02-21T00:04:48.272213+00:00,Pune,4617.28,3,9000258228
1,2026-01-11T06:45:38.042361+00:00,Mumbai,5944.98,2,9000450160
1,2026-02-06T21:24:55.749140+00:00,Indore,4179.63,2,9000690930
1,2026-02-23T06:27:55.828245+00:00,Chandigarh,2476.69,3,9000054805
1,2026-03-29T05:40:49.899268+00:00,Indore,509.34,2,9000178915
1,2026-01-17T19:59:11.763848+00:00,Indore,2323.27,3,9000019148
1,2025-12-13T17:49:13.521270+00:00,Mumbai,4393.82,2,9000093067
1,2026-02-21T01:06:53.672530+00:00,Surat,8952.67,3,9000221833
1,2026-05-04T00:20:14.945447+00:00,Jaipur,7054.48,3,9000253185
1,2026-02-28T21:42:12.463374+00:00,Surat,5811.97,3,9000123031
1,2026-01-22T06:41:13.821958+00:00,Indore,6019.79,3,9000358834
1,2025-12-19T08:30:37.792268+00:00,Mumbai,5065.66,3,9000177572
1,2026-02-14T01:40:36.114248+00:00,Chennai,8721.23,2,9000337622
1,2026-05-06T18:53:52.304503+00:00,Mumbai,6458.29,2,9000482380
1,2026-02-14T12:33:49.633058+00:00,Ahmedabad,1482.91,3,9000045046
1,2026-01-10T12:08:47.408984+00:00,Jaipur,5941.37,2,9000608900
1,2026-05-05T17:12:52.489280+00:00,Surat,7290.89,2,9000696798
1,2026-03-18T12:24:35.706534+00:00,Kolkata,2995.38,2,9000551982
1,2026-02-25T22:58:54.056048+00:00,Mumbai,6096.46,3,9000754855
1,2026-05-01T00:36:44.621890+00:00,Bengaluru,2298.29,2,9000796990
1,2026-02-27T15:01:44.191133+00:00,Surat,7379.3,3,9000193198
1,2026-01-18T08:42:40.471911+00:00,Pune,7453.51,2,9000236474
1,2026-02-14T18:09:41.501036+00:00,Lucknow,3230.41,3,9000240699
1,2026-05-01T02:09:27.684388+00:00,Jaipur,3775.96,3,9000350166
1,2026-05-10T03:42:27.689120+00:00,Indore,1883.29,3,9000769324
1,2026-01-14T22:01:07.659197+00:00,Indore,8228.38,2,9000632321
1,2026-03-27T15:41:53.054160+00:00,Chennai,3150.86,2,9000773619
1,2026-05-01T13:20:43.276049+00:00,Hyderabad,1771.55,2,9000404857
1,2026-01-21T02:49:02.016747+00:00,Bengaluru,6892.34,2,9000026993
1,2026-04-25T10:50:44.623980+00:00,Hyderabad,7023.03,3,9000153852
1,2026-04-19T16:01:22.470355+00:00,Mumbai,5353.53,2,9000153890
1,2026-06-03T11:05:55.418647+00:00,Delhi,3158.71,3,9000726655
1,2026-03-17T14:32:50.357361+00:00,Surat,3744.64,2,9000747275
1,2026-01-15T17:49:14.751194+00:00,Noida,3453.87,3,9000758130
1,2026-04-19T14:02:07.848383+00:00,Pune,8236.78,3,9000339339
1,2026-03-21T17:22:29.054537+00:00,Noida,3263.82,2,9000778194
1,2026-01-10T06:10:08.720228+00:00,Lucknow,6077.68,2,9000778700
1,2026-05-16T16:05:13.590399+00:00,Kolkata,1129.74,3,9000635977
1,2025-12-20T03:46:36.074453+00:00,Gurugram,1251.04,2,9000095433
1,2026-01-04T07:44:56.745325+00:00,Surat,5278.67,2,9000125228
1,2026-05-22T17:57:31.463543+00:00,Noida,5075.28,2,9000763299
1,2026-04-05T14:21:13.477346+00:00,Delhi,6579.06,3,9000399858
1,2025-12-26T08:24:34.918808+00:00,Surat,5780.89,3,9000180534
1,2026-02-15T15:39:04.974954+00:00,Noida,3230.03,3,9000764841
1,2026-05-09T05:34:26.563564+00:00,Delhi,5200.69,3,9000009081
1,2025-12-30T05:41:27.740506+00:00,Bengaluru,888.64,2,9000185728
1,2026-05-16T15:35:45.105311+00:00,Hyderabad,8999.83,3,9000372243
1,2025-12-22T20:47:24.305795+00:00,Delhi,2770.05,3,9000515476
1,2025-12-27T23:55:42.782585+00:00,Indore,6093.26,2,9000429068
1,2026-03-31T07:22:22.144318+00:00,Lucknow,7604.43,2,9000316451
1,2026-02-17T19:36:56.944851+00:00,Gurugram,2806.43,2,9000486495
1,2025-12-18T21:46:16.018952+00:00,Gurugram,5396.81,2,9000692593
1,2026-04-10T08:17:38.906434+00:00,Mumbai,1385.24,3,9000464828
1,2026-03-05T20:47:32.640998+00:00,Ahmedabad,8140.17,3,9000112831
2,2026-01-19T18:29:33.640396+00:00,Delhi,9986.529999999999,5,9000762330
1,2026-05-13T12:10:19.660880+00:00,Chennai,7324.59,3,9000245477
2,2026-02-05T11:54:46.056047+00:00,Hyderabad,13669.48,4,9000086830
1,2026-02-07T15:03:46.821381+00:00,Chandigarh,2668.49,3,9000202802
1,2026-02-09T10:17:33.808892+00:00,Pune,2884.51,3,9000393438
1,2026-02-03T19:43:15.963619+00:00,Delhi,7194.56,2,9000185951
1,2026-02-17T16:49:53.811442+00:00,Hyderabad,8884.87,3,9000265797
1,2026-05-11T16:40:39.006374+00:00,Ahmedabad,2292.13,3,9000409446
1,2025-12-23T10:22:49.165123+00:00,Hyderabad,453.7,2,9000488758
1,2026-02-19T13:43:30.728538+00:00,Indore,4687.57,3,9000246617
1,2026-05-01T07:31:46.787433+00:00,Ahmedabad,2114.52,2,9000605205
1,2026-03-13T22:38:17.585687+00:00,Indore,6803.74,3,9000379678
1,2026-01-21T15:10:32.422544+00:00,Ahmedabad,2039.54,3,9000618612
1,2026-02-10T15:40:00.455957+00:00,Surat,7159.29,2,9000045504
1,2026-03-14T08:01:26.442853+00:00,Chandigarh,532.03,2,9000620839
1,2026-05-14T11:27:58.142051+00:00,Pune,8950.56,2,9000666394
1,2026-04-23T21:21:13.999546+00:00,Jaipur,2838.47,3,9000719673
1,2026-03-09T19:03:23.878029+00:00,Lucknow,3024.46,2,9000036960
1,2026-06-02T02:58:29.532246+00:00,Ahmedabad,8962.57,2,9000787864
1,2025-12-18T08:56:15.699748+00:00,Chandigarh,6072.99,2,9000266016
1,2026-03-09T03:46:37.899538+00:00,Lucknow,3049.57,2,9000270457
1,2026-05-20T20:24:51.507339+00:00,Hyderabad,3743.72,3,9000396252
1,2026-02-24T08:15:13.038791+00:00,Mumbai,3237.07,2,9000496036
1,2026-02-22T22:29:37.578473+00:00,Jaipur,1705.95,3,9000136326
2,2026-06-10T14:11:07.035967+00:00,Delhi,8913.83,5,9000018030
1,2025-12-12T01:09:48.297078+00:00,Surat,4089.1,2,9000367514
1,2026-05-15T13:51:39.959025+00:00,Ahmedabad,474.78,3,9000410359
1,2026-03-10T18:05:29.685304+00:00,Noida,2257.51,2,9000200904
1,2026-03-03T20:28:39.442219+00:00,Bengaluru,1394.17,2,9000051782
1,2025-12-14T14:20:49.274344+00:00,Pune,1009.1,3,9000484707
1,2026-01-26T09:57:36.428591+00:00,Delhi,2257.94,2,9000698856
1,2025-12-31T23:42:17.628362+00:00,Lucknow,8912.89,2,9000746499
1,2026-05-21T05:36:27.276637+00:00,Chennai,7466.98,2,9000122400
1,2026-03-29T12:17:45.843493+00:00,Indore,603.33,3,9000045624
1,2026-03-11T04:58:03.625760+00:00,Kolkata,2828.73,3,9000040748
1,2026-03-12T03:28:24.176589+00:00,Bengaluru,8477.91,3,9000545242
1,2026-04-04T08:12:54.796706+00:00,Lucknow,3305.56,2,9000086373
1,2026-02-27T18:40:54.815542+00:00,Jaipur,2726.19,2,9000184590
1,2026-06-03T07:01:23.055093+00:00,Hyderabad,1706.35,3,9000226310
1,2026-06-04T10:22:06.224372+00:00,Bengaluru,5921.58,3,9000317403
1,2026-01-18T06:01:26.557462+00:00,Gurugram,5407.14,2,9000257093
1,2026-05-05T05:48:27.009980+00:00,Delhi,5193.45,3,9000549145
2,2026-06-03T19:57:58.809413+00:00,Surat,13265.869999999999,4,9000271553
1,2026-03-04T11:52:16.666848+00:00,Delhi,6545.35,2,9000556068
1,2026-04-10T02:41:50.869574+00:00,Mumbai,6804.73,2,9000752600
1,2026-01-07T17:06:44.910085+00:00,Lucknow,8084.72,2,9000759893
1,2026-04-05T02:14:14.705564+00:00,Mumbai,6788.66,3,9000601272
1,2026-04-03T13:23:11.742838+00:00,Delhi,8416.95,3,9000489417
1,2026-03-17T23:41:40.947208+00:00,Mumbai,4698.38,3,9000333699
1,2026-03-29T19:38:57.570313+00:00,Bengaluru,4110.9,2,9000378931
1,2026-02-08T22:22:02.366406+00:00,Gurugram,2711.74,2,9000233531
1,2026-04-16T17:49:26.360282+00:00,Mumbai,2710.71,2,9000452196
1,2026-03-23T07:22:15.830796+00:00,Mumbai,4443.18,3,9000385990
1,2025-12-29T07:46:38.695601+00:00,Delhi,8929.54,2,9000306966
1,2026-04-26T05:12:12.005296+00:00,Kolkata,1881.53,2,9000021662
1,2026-05-25T15:47:12.740643+00:00,Kolkata,3737.79,3,9000464846
1,2026-04-18T16:38:15.221075+00:00,Pune,4019.13,2,9000508030
1,2026-04-24T15:05:44.370737+00:00,Delhi,8570.88,3,9000271403
1,2026-04-11T23:47:18.820666+00:00,Surat,8562.97,3,9000343819
1,2026-05-01T12:50:40.582853+00:00,Noida,1261.06,2,9000298906
1,2026-01-26T08:14:05.598558+00:00,Noida,8870.46,3,9000324025
1,2026-02-23T01:43:37.953182+00:00,Delhi,7341.06,2,9000569198
2,2026-03-30T11:43:01.420225+00:00,Chennai,9337.23,6,9000698299
1,2025-12-14T07:15:48.191776+00:00,Kolkata,5880.0,3,9000747158
1,2026-04-22T08:39:29.849172+00:00,Ahmedabad,6035.64,2,9000228080
1,2026-03-22T14:10:33.044515+00:00,Kolkata,1367.67,2,9000500243
1,2026-01-17T12:31:49.961147+00:00,Chandigarh,8888.03,3,9000699732
1,2026-04-05T23:58:31.734521+00:00,Gurugram,6175.82,3,9000493952
2,2026-05-20T21:43:55.968695+00:00,Surat,15951.85,5,9000642908
1,2026-06-01T11:50:39.373850+00:00,Delhi,804.48,3,9000549757
1,2026-02-27T22:31:15.410877+00:00,Chennai,4219.17,3,9000799804
1,2026-03-10T02:22:22.646510+00:00,Chennai,8304.64,3,9000446875
1,2026-03-12T23:16:54.960465+00:00,Hyderabad,3974.64,2,9000461867
1,2026-05-20T23:45:53.960407+00:00,Delhi,5641.84,3,9000118573
1,2026-05-01T07:20:13.223210+00:00,Gurugram,6602.83,2,9000354414
1,2025-12-29T16:59:59.219970+00:00,Hyderabad,5154.11,2,9000112115
1,2026-01-29T15:36:39.420183+00:00,Ahmedabad,1129.94,2,9000489959
1,2026-04-17T01:47:13.136449+00:00,Delhi,7806.35,3,9000635560
1,2026-03-10T03:03:48.766548+00:00,Jaipur,8877.65,2,9000764233
1,2026-04-11T03:21:47.951511+00:00,Surat,6920.17,2,9000657942
1,2026-06-02T18:11:03.949990+00:00,Noida,3330.13,2,9000523789
1,2026-05-15T12:09:06.145075+00:00,Noida,3742.42,3,9000212313
1,2025-12-19T04:51:45.336892+00:00,Mumbai,2500.12,2,9000685657
1,2026-04-02T09:34:51.359051+00:00,Pune,1416.0,3,9000651031
1,2026-03-03T04:53:44.632418+00:00,Gurugram,2100.59,2,9000576455
1,2026-01-25T20:17:04.973362+00:00,Mumbai,6977.07,2,9000666862
1,2026-01-14T08:15:21.857477+00:00,Kolkata,6766.87,3,9000267961
1,2026-03-06T00:23:38.398582+00:00,Delhi,6919.85,2,9000513460
1,2026-03-21T13:39:34.100180+00:00,Mumbai,7758.47,3,9000587407
1,2026-05-27T22:31:43.851683+00:00,Jaipur,3502.31,2,9000550713
1,2026-03-28T00:27:51.995757+00:00,Indore,4646.84,3,9000096084
1,2026-02-28T18:58:29.406731+00:00,Hyderabad,7739.57,2,9000347974
1,2026-03-16T12:44:31.847292+00:00,Chennai,4379.87,2,9000309013
2,2026-05-22T01:01:53.527361+00:00,Chennai,5722.96,4,9000778149
